typeofaction,sourceid,destinationid,amountofmoney,date,isfraud,typeoffraud
transfer,997,542,347.19,2024-03-23 21:06,1,type2
transfer,474,251,339.14,2024-03-23 21:07,1,type2
transfer,644,909,332.62,2024-03-23 21:08,1,type2
transfer,545,682,354.01,2024-03-23 21:09,1,type2
transfer,219,531,332.07,2024-03-23 21:10,1,type2
transfer,270,505,20235.39,2024-02-16 12:28,1,type3
transfer,963,505,19857.04,2024-07-18 15:44,1,type3
transfer,552,505,20577.92,2022-11-10 00:50,1,type3
transfer,123,505,19801.56,2021-10-07 15:00,1,type3
transfer,343,505,20569.92,2020-11-13 17:47,1,type3
cash-in,566,922,4881.4,2024-12-25 13:52,0,none
cash-in,67,149,276.7,2024-12-22 12:34,0,none
cash-in,959,842,2064.95,2024-11-20 01:45,0,none
cash-in,931,648,3311.39,2020-02-14 01:07,0,none
transfer,766,964,9353.09,2020-10-15 14:46,0,none
cash-in,45,271,9171.95,2024-06-30 04:24,0,none
cash-in,988,927,4136.71,2024-06-28 12:16,0,none
cash-in,517,258,265.76,2020-05-24 18:30,0,none
transfer,845,356,3300.94,2024-07-02 20:17,0,none
cash-in,52,102,2079.04,2024-04-24 08:29,0,none
transfer,947,389,8267.08,2020-03-22 09:08,0,none
cash-in,158,632,7138.83,2023-06-09 11:08,0,none
transfer,280,231,4054.85,2024-08-14 03:38,0,none
transfer,531,326,7134.53,2021-01-09 05:05,0,none
transfer,902,138,6945.7,2020-08-25 16:22,0,none
transfer,58,81,19238.03,2022-11-27 05:05,1,type1
transfer,58,36,19858.16,2020-11-01 19:32,1,type1
transfer,58,119,20201.31,2020-12-12 04:02,1,type1
transfer,58,413,19485.01,2024-05-07 04:36,1,type1
transfer,58,424,20635.25,2022-06-04 00:47,1,type1
transfer,379,32,378.06,2024-01-31 16:35,1,type2
transfer,858,480,381.83,2024-01-31 16:36,1,type2
transfer,430,701,375.97,2024-01-31 16:37,1,type2
transfer,577,161,391.81,2024-01-31 16:38,1,type2
transfer,904,965,395.51,2024-01-31 16:39,1,type2
transfer,174,197,19620.21,2024-05-08 13:31,1,type3
transfer,929,197,19183.0,2020-03-03 14:19,1,type3
transfer,346,197,20634.33,2020-08-29 08:55,1,type3
transfer,963,197,19719.3,2023-11-16 20:51,1,type3
transfer,983,197,20100.12,2022-10-02 22:09,1,type3
transfer,134,754,8396.93,2023-09-04 10:44,0,none
cash-in,924,567,2287.87,2022-10-10 18:44,0,none
cash-in,929,169,5626.67,2022-07-23 22:29,0,none
transfer,490,145,4431.03,2023-11-12 00:56,0,none
transfer,506,737,5107.34,2023-01-08 14:49,0,none
cash-in,737,268,9029.78,2020-11-23 00:56,0,none
cash-in,910,312,1881.65,2023-01-19 15:30,0,none
cash-in,242,47,1990.21,2024-09-11 13:32,0,none
transfer,696,683,7325.18,2021-01-26 21:04,0,none
cash-in,323,380,1350.55,2020-04-10 15:37,0,none
transfer,5,199,6972.86,2020-04-07 01:52,0,none
cash-in,679,752,784.22,2021-05-12 07:38,0,none
transfer,182,919,9407.71,2023-07-21 15:50,0,none
transfer,283,878,6589.34,2024-03-18 16:54,0,none
cash-in,963,692,6341.94,2022-06-12 06:40,0,none
transfer,297,701,19607.16,2020-05-26 10:43,1,type1
transfer,297,610,19355.05,2022-07-15 01:12,1,type1
transfer,297,989,19617.38,2020-02-22 17:20,1,type1
transfer,297,721,20140.49,2024-04-13 10:39,1,type1
transfer,297,356,19523.3,2021-07-15 15:18,1,type1
transfer,156,78,762.45,2021-03-28 11:02,1,type2
transfer,558,413,776.23,2021-03-28 11:03,1,type2
transfer,995,291,831.07,2021-03-28 11:04,1,type2
transfer,967,156,825.72,2021-03-28 11:05,1,type2
transfer,675,30,817.7,2021-03-28 11:06,1,type2
transfer,562,343,20660.99,2022-07-01 07:41,1,type3
transfer,881,343,19565.83,2020-10-05 18:00,1,type3
transfer,218,343,20372.51,2023-02-04 03:23,1,type3
transfer,572,343,20950.06,2020-08-06 09:17,1,type3
transfer,83,343,20462.47,2023-11-20 03:32,1,type3
cash-in,83,282,6887.73,2020-06-28 19:08,0,none
transfer,756,305,7331.97,2024-08-27 23:20,0,none
transfer,979,483,5551.87,2021-03-26 23:17,0,none
cash-in,687,642,7320.33,2023-03-31 21:34,0,none
transfer,278,718,9518.69,2023-08-30 08:50,0,none
cash-in,144,934,8854.36,2021-09-27 21:24,0,none
cash-in,386,573,6228.24,2021-07-09 21:31,0,none
transfer,887,101,1244.02,2020-07-07 09:02,0,none
transfer,774,108,8608.68,2020-12-10 21:27,0,none
cash-in,75,231,3432.14,2022-12-06 19:38,0,none
cash-in,469,545,6009.01,2024-12-18 18:19,0,none
cash-in,601,375,4086.09,2020-10-03 12:48,0,none
cash-in,198,773,1200.45,2020-07-23 01:29,0,none
cash-in,473,156,4326.59,2023-11-10 03:43,0,none
cash-in,730,813,9780.16,2021-11-27 17:37,0,none
transfer,631,711,19376.67,2024-06-18 11:27,1,type1
transfer,631,59,20480.07,2023-01-02 11:28,1,type1
transfer,631,842,20501.53,2022-11-27 16:13,1,type1
transfer,631,406,20731.16,2020-08-05 00:39,1,type1
transfer,631,898,19853.52,2020-02-09 05:00,1,type1
transfer,83,37,472.53,2021-10-04 15:05,1,type2
transfer,432,577,485.82,2021-10-04 15:06,1,type2
transfer,348,451,479.5,2021-10-04 15:07,1,type2
transfer,49,378,480.32,2021-10-04 15:08,1,type2
transfer,832,936,470.6,2021-10-04 15:09,1,type2
transfer,18,215,19097.74,2023-08-16 21:41,1,type3
transfer,606,215,20269.31,2021-02-24 15:08,1,type3
transfer,668,215,19499.38,2024-08-04 11:33,1,type3
transfer,288,215,20196.56,2021-08-12 14:30,1,type3
transfer,977,215,20343.9,2020-09-04 20:11,1,type3
transfer,764,676,7281.25,2023-05-20 02:06,0,none
cash-in,108,637,3146.48,2024-03-28 01:09,0,none
transfer,895,828,5531.71,2022-01-30 22:34,0,none
cash-in,488,476,7023.13,2020-09-26 14:58,0,none
cash-in,982,740,8937.01,2024-05-04 16:22,0,none
transfer,753,335,8950.4,2020-06-19 08:13,0,none
cash-in,648,435,7728.24,2024-02-21 07:40,0,none
cash-in,987,61,5923.34,2021-11-13 10:41,0,none
transfer,180,383,6814.4,2021-05-21 08:29,0,none
cash-in,32,308,4172.84,2021-09-21 08:53,0,none
transfer,862,426,344.08,2023-10-11 17:43,0,none
cash-in,617,874,6259.56,2020-11-05 01:37,0,none
transfer,631,309,3333.19,2021-01-07 13:56,0,none
cash-in,670,28,3021.31,2021-07-28 05:05,0,none
cash-in,171,327,6538.09,2020-01-30 04:15,0,none
transfer,82,956,20128.51,2023-09-12 09:08,1,type1
transfer,82,739,20544.88,2023-01-26 08:22,1,type1
transfer,82,460,20158.73,2022-05-23 00:36,1,type1
transfer,82,142,20481.11,2021-01-23 22:51,1,type1
transfer,82,674,20920.45,2022-02-09 07:54,1,type1
transfer,676,27,325.06,2021-12-20 07:13,1,type2
transfer,188,289,330.17,2021-12-20 07:14,1,type2
transfer,543,167,329.26,2021-12-20 07:15,1,type2
transfer,823,302,323.34,2021-12-20 07:16,1,type2
transfer,702,433,339.96,2021-12-20 07:17,1,type2
transfer,824,415,20036.66,2021-03-20 03:31,1,type3
transfer,871,415,19974.46,2021-12-01 22:12,1,type3
transfer,2,415,20786.82,2021-01-28 16:11,1,type3
transfer,392,415,20246.63,2024-01-24 16:38,1,type3
transfer,417,415,20329.47,2023-02-09 05:38,1,type3
transfer,552,708,8940.64,2024-06-04 09:34,0,none
transfer,351,598,3664.02,2020-12-10 15:11,0,none
cash-in,900,286,7791.16,2024-04-06 03:06,0,none
transfer,783,339,6007.2,2021-10-07 01:02,0,none
transfer,531,210,7483.5,2022-12-17 05:32,0,none
transfer,199,519,7304.7,2023-05-18 02:25,0,none
transfer,275,880,9086.17,2021-05-27 06:36,0,none
cash-in,848,59,7693.98,2020-08-03 13:45,0,none
transfer,549,787,1219.7,2024-07-07 21:44,0,none
transfer,156,519,8502.66,2021-02-01 16:12,0,none
transfer,689,569,3338.78,2020-11-16 05:27,0,none
cash-in,389,283,5561.12,2024-04-30 08:20,0,none
cash-in,73,412,8672.46,2021-07-18 01:24,0,none
transfer,258,374,4544.09,2023-07-12 05:05,0,none
cash-in,602,954,6114.85,2021-11-21 12:43,0,none
transfer,179,916,20874.91,2020-05-13 14:00,1,type1
transfer,179,625,19904.22,2021-02-10 08:06,1,type1
transfer,179,805,19931.27,2021-02-01 04:23,1,type1
transfer,179,946,20990.55,2022-04-14 16:44,1,type1
transfer,179,169,20760.61,2021-02-22 13:01,1,type1
transfer,984,13,558.7,2022-03-31 05:37,1,type2
transfer,501,18,555.81,2022-03-31 05:38,1,type2
transfer,495,582,610.51,2022-03-31 05:39,1,type2
transfer,929,277,569.49,2022-03-31 05:40,1,type2
transfer,300,294,579.08,2022-03-31 05:41,1,type2
transfer,508,118,19963.73,2022-07-19 14:51,1,type3
transfer,711,118,19904.88,2024-02-28 20:03,1,type3
transfer,827,118,20307.89,2023-05-06 15:55,1,type3
transfer,508,118,19589.9,2020-01-20 11:25,1,type3
transfer,542,118,20615.85,2020-12-09 20:46,1,type3
cash-in,614,864,546.5,2024-12-28 16:26,0,none
transfer,94,569,6998.29,2022-03-19 08:57,0,none
cash-in,767,256,1238.01,2020-12-27 06:24,0,none
transfer,98,986,3723.03,2021-04-14 21:23,0,none
cash-in,894,546,2559.57,2021-08-02 06:52,0,none
transfer,333,21,4034.32,2021-06-11 15:22,0,none
cash-in,272,489,2256.05,2021-07-08 20:39,0,none
cash-in,612,647,3299.22,2020-11-04 08:28,0,none
transfer,478,567,5284.77,2020-07-03 19:14,0,none
cash-in,659,174,8040.45,2022-02-25 12:49,0,none
transfer,830,971,5310.9,2020-12-24 07:28,0,none
transfer,273,585,8762.54,2023-02-28 19:40,0,none
transfer,150,432,1491.36,2023-05-11 22:30,0,none
cash-in,30,548,589.44,2020-09-30 17:57,0,none
transfer,960,525,5867.64,2024-09-21 02:22,0,none
transfer,336,129,19638.77,2020-01-21 01:11,1,type1
transfer,336,802,20133.93,2020-03-28 20:12,1,type1
transfer,336,643,19694.64,2023-10-03 10:17,1,type1
transfer,336,838,20565.38,2024-04-25 23:33,1,type1
transfer,336,247,19701.67,2024-04-06 09:49,1,type1
transfer,508,987,257.54,2024-09-10 01:55,1,type2
transfer,749,479,245.32,2024-09-10 01:56,1,type2
transfer,562,664,257.63,2024-09-10 01:57,1,type2
transfer,952,424,261.37,2024-09-10 01:58,1,type2
transfer,513,406,243.73,2024-09-10 01:59,1,type2
transfer,809,492,19147.99,2023-01-31 21:26,1,type3
transfer,534,492,20787.79,2021-10-10 22:04,1,type3
transfer,930,492,19296.65,2023-06-30 03:08,1,type3
transfer,73,492,19859.06,2022-06-04 22:38,1,type3
transfer,809,492,19695.19,2020-10-10 11:44,1,type3
transfer,564,812,1071.86,2024-09-13 16:50,0,none
transfer,917,137,9985.21,2022-08-20 09:51,0,none
transfer,542,380,6884.1,2022-06-14 08:29,0,none
transfer,185,548,2050.52,2020-10-21 22:44,0,none
transfer,623,427,3173.89,2021-12-25 13:03,0,none
cash-in,839,949,161.34,2023-01-02 07:28,0,none
cash-in,135,470,9622.95,2024-10-22 15:56,0,none
transfer,721,336,1719.58,2022-03-20 14:02,0,none
transfer,339,903,750.38,2021-10-13 19:46,0,none
cash-in,788,900,6064.55,2023-03-25 10:30,0,none
transfer,453,626,9164.32,2021-12-19 23:26,0,none
transfer,97,632,276.54,2020-09-13 18:05,0,none
transfer,614,829,2763.51,2022-10-11 07:35,0,none
transfer,437,874,6245.49,2022-07-08 09:25,0,none
cash-in,589,187,6489.96,2021-10-01 10:05,0,none
transfer,303,995,19709.43,2023-07-23 05:11,1,type1
transfer,303,955,19379.3,2023-08-13 02:46,1,type1
transfer,303,483,19250.52,2021-03-21 02:51,1,type1
transfer,303,774,19734.83,2020-04-03 10:25,1,type1
transfer,303,224,20185.3,2021-03-21 12:42,1,type1
transfer,985,10,715.33,2022-06-14 04:57,1,type2
transfer,348,393,720.57,2022-06-14 04:58,1,type2
transfer,688,34,713.32,2022-06-14 04:59,1,type2
transfer,809,611,744.9,2022-06-14 05:00,1,type2
transfer,996,615,738.88,2022-06-14 05:01,1,type2
transfer,745,20,19971.93,2024-02-28 07:49,1,type3
transfer,657,20,19603.55,2021-12-20 21:24,1,type3
transfer,337,20,19518.99,2020-03-31 23:31,1,type3
transfer,844,20,19411.28,2021-11-22 22:31,1,type3
transfer,431,20,19259.41,2024-09-19 06:34,1,type3
cash-in,476,25,3948.45,2022-06-03 22:20,0,none
transfer,684,232,5610.26,2021-12-13 05:55,0,none
transfer,729,947,1164.71,2021-10-23 21:00,0,none
cash-in,211,760,1053.78,2023-07-18 00:11,0,none
cash-in,583,582,7377.23,2023-09-02 03:24,0,none
cash-in,630,563,8162.12,2021-05-06 13:58,0,none
cash-in,997,833,9530.45,2022-09-07 04:23,0,none
transfer,939,848,6158.25,2020-11-21 10:06,0,none
cash-in,171,994,3368.34,2022-10-22 15:46,0,none
transfer,466,406,8463.76,2024-02-15 14:57,0,none
cash-in,16,319,4283.6,2021-09-18 05:52,0,none
cash-in,845,797,4273.58,2023-08-10 12:44,0,none
transfer,235,264,6388.88,2021-02-27 18:21,0,none
transfer,91,524,9284.56,2022-09-09 09:20,0,none
transfer,755,84,194.53,2022-11-28 00:34,0,none
transfer,868,125,19103.63,2020-11-01 08:38,1,type1
transfer,868,658,19803.68,2024-02-08 11:53,1,type1
transfer,868,834,19087.64,2024-05-21 06:26,1,type1
transfer,868,888,20495.69,2020-02-13 10:09,1,type1
transfer,868,438,20454.44,2023-04-07 05:39,1,type1
transfer,260,111,970.18,2021-08-03 08:48,1,type2
transfer,972,442,909.54,2021-08-03 08:49,1,type2
transfer,872,917,949.0,2021-08-03 08:50,1,type2
transfer,425,140,983.83,2021-08-03 08:51,1,type2
transfer,311,16,931.17,2021-08-03 08:52,1,type2
transfer,21,503,20098.49,2022-02-14 00:37,1,type3
transfer,940,503,20506.89,2020-11-12 07:46,1,type3
transfer,565,503,19555.23,2022-01-09 08:15,1,type3
transfer,552,503,19671.13,2023-06-22 22:19,1,type3
transfer,947,503,20153.54,2023-09-17 23:17,1,type3
transfer,339,408,8587.29,2020-09-16 12:21,0,none
cash-in,554,30,1005.76,2021-12-26 17:11,0,none
cash-in,369,401,2264.85,2020-08-08 12:49,0,none
cash-in,187,833,5610.96,2021-04-03 15:30,0,none
cash-in,715,67,9893.78,2022-02-24 22:54,0,none
cash-in,310,840,6190.32,2020-06-26 14:22,0,none
transfer,432,59,4419.21,2021-07-05 13:35,0,none
transfer,215,708,4891.88,2020-02-02 17:47,0,none
transfer,371,516,7087.93,2020-12-27 06:01,0,none
transfer,211,347,3996.88,2023-11-13 22:05,0,none
cash-in,756,418,2309.61,2024-12-08 22:06,0,none
cash-in,706,12,8529.52,2023-01-28 21:05,0,none
transfer,308,869,8048.31,2023-01-10 04:47,0,none
cash-in,282,382,9527.66,2024-07-10 00:04,0,none
transfer,276,373,5637.27,2024-07-15 15:46,0,none
transfer,844,232,19845.78,2020-07-08 10:21,1,type1
transfer,844,46,19222.93,2022-01-22 02:14,1,type1
transfer,844,528,20321.69,2023-07-22 15:26,1,type1
transfer,844,74,20610.4,2023-08-11 12:48,1,type1
transfer,844,472,20455.76,2021-07-21 06:58,1,type1
transfer,850,233,848.39,2020-12-20 04:57,1,type2
transfer,916,359,796.12,2020-12-20 04:58,1,type2
transfer,874,277,851.8,2020-12-20 04:59,1,type2
transfer,809,871,796.6,2020-12-20 05:00,1,type2
transfer,909,476,872.23,2020-12-20 05:01,1,type2
transfer,286,112,20156.32,2024-11-04 00:41,1,type3
transfer,725,112,20117.52,2020-08-22 12:52,1,type3
transfer,500,112,19858.2,2024-02-20 17:51,1,type3
transfer,422,112,19648.23,2021-12-10 09:00,1,type3
transfer,590,112,19256.56,2021-08-14 04:02,1,type3
transfer,417,130,2066.91,2021-09-13 14:39,0,none
cash-in,70,651,8551.62,2020-12-09 05:13,0,none
cash-in,126,643,5796.59,2023-01-20 04:36,0,none
cash-in,532,894,7947.67,2023-03-17 18:47,0,none
transfer,910,601,6001.72,2022-12-11 11:07,0,none
transfer,945,289,8965.87,2024-02-14 17:19,0,none
transfer,443,559,7041.91,2021-07-21 12:27,0,none
transfer,838,689,1235.97,2020-04-16 17:32,0,none
cash-in,51,440,8889.23,2024-11-18 16:55,0,none
transfer,406,721,5951.55,2023-01-05 04:05,0,none
cash-in,412,63,4552.96,2021-07-22 07:47,0,none
cash-in,310,687,1354.66,2023-05-03 14:15,0,none
transfer,587,630,5549.82,2024-07-06 14:11,0,none
transfer,116,810,6108.19,2022-08-25 02:27,0,none
cash-in,832,377,3132.99,2024-11-18 11:37,0,none
transfer,346,999,20429.53,2024-10-11 11:26,1,type1
transfer,346,549,19756.96,2021-04-11 15:55,1,type1
transfer,346,103,20067.22,2023-08-16 20:08,1,type1
transfer,346,382,19222.9,2023-10-28 19:22,1,type1
transfer,346,448,19373.42,2022-10-03 20:16,1,type1
transfer,925,935,634.83,2021-03-30 22:02,1,type2
transfer,588,90,688.53,2021-03-30 22:03,1,type2
transfer,271,219,689.96,2021-03-30 22:04,1,type2
transfer,253,88,649.57,2021-03-30 22:05,1,type2
transfer,870,810,677.55,2021-03-30 22:06,1,type2
transfer,160,278,19128.28,2021-06-28 09:20,1,type3
transfer,747,278,19258.79,2023-07-26 18:43,1,type3
transfer,290,278,19392.57,2024-02-14 18:54,1,type3
transfer,438,278,19933.58,2020-11-02 18:05,1,type3
transfer,358,278,20858.24,2024-07-31 19:32,1,type3
cash-in,536,294,4222.49,2022-06-22 19:35,0,none
transfer,647,99,897.97,2020-03-29 09:13,0,none
cash-in,357,92,1630.76,2023-06-13 15:27,0,none
transfer,116,262,4464.04,2020-05-26 00:13,0,none
cash-in,235,773,4518.82,2024-06-12 05:00,0,none
cash-in,94,292,2745.51,2020-06-24 05:25,0,none
transfer,97,808,4476.79,2024-03-22 05:50,0,none
transfer,707,771,3407.77,2020-12-13 08:39,0,none
cash-in,715,848,4920.91,2021-04-10 10:30,0,none
cash-in,791,944,9247.95,2020-05-30 00:10,0,none
transfer,890,774,6116.74,2021-05-22 23:30,0,none
cash-in,708,284,6945.99,2022-08-29 10:15,0,none
cash-in,853,424,1797.52,2022-06-11 08:51,0,none
transfer,483,488,6623.65,2024-07-10 14:27,0,none
transfer,821,511,4820.52,2020-06-16 13:13,0,none
transfer,145,623,20367.16,2021-09-27 06:24,1,type1
transfer,145,382,20014.14,2022-10-17 12:20,1,type1
transfer,145,644,19378.69,2021-03-04 23:40,1,type1
transfer,145,712,20500.59,2023-01-05 04:35,1,type1
transfer,145,180,20584.26,2022-12-06 13:38,1,type1
transfer,867,811,537.55,2023-07-29 15:06,1,type2
transfer,276,218,552.32,2023-07-29 15:07,1,type2
transfer,304,581,558.98,2023-07-29 15:08,1,type2
transfer,44,906,550.11,2023-07-29 15:09,1,type2
transfer,594,618,566.38,2023-07-29 15:10,1,type2
transfer,672,486,19966.74,2023-12-11 02:09,1,type3
transfer,74,486,19260.09,2021-02-18 01:33,1,type3
transfer,999,486,20669.77,2024-07-08 18:20,1,type3
transfer,553,486,20957.52,2021-07-03 18:43,1,type3
transfer,307,486,20900.7,2022-01-30 11:49,1,type3
cash-in,115,620,626.26,2023-04-19 11:03,0,none
transfer,252,200,6991.63,2022-02-09 07:46,0,none
transfer,466,543,8296.31,2021-08-12 07:01,0,none
transfer,514,972,325.35,2022-06-25 16:48,0,none
cash-in,387,431,8287.48,2021-02-18 09:30,0,none
cash-in,524,786,3325.05,2020-03-30 12:34,0,none
cash-in,66,75,6547.89,2023-08-08 01:10,0,none
cash-in,731,779,2569.3,2023-06-08 12:11,0,none
cash-in,98,396,2902.06,2024-12-01 09:35,0,none
cash-in,441,318,6159.48,2024-08-24 02:17,0,none
transfer,217,122,6752.88,2024-07-22 10:59,0,none
transfer,907,150,275.56,2023-01-22 10:16,0,none
transfer,35,244,8112.89,2022-02-13 13:08,0,none
cash-in,167,725,8057.4,2021-02-26 20:33,0,none
transfer,416,529,4947.44,2020-05-30 20:24,0,none
transfer,604,44,19641.31,2020-09-21 00:32,1,type1
transfer,604,920,20453.89,2020-11-24 04:06,1,type1
transfer,604,500,19044.67,2020-08-16 23:31,1,type1
transfer,604,289,20014.85,2020-12-13 12:17,1,type1
transfer,604,148,19386.77,2022-03-28 18:34,1,type1
transfer,208,456,246.78,2020-08-07 01:54,1,type2
transfer,538,722,258.08,2020-08-07 01:55,1,type2
transfer,411,121,251.84,2020-08-07 01:56,1,type2
transfer,270,775,239.41,2020-08-07 01:57,1,type2
transfer,876,221,244.44,2020-08-07 01:58,1,type2
transfer,617,883,19576.72,2023-08-25 06:57,1,type3
transfer,789,883,19796.78,2021-04-29 09:01,1,type3
transfer,475,883,20134.2,2021-11-27 08:30,1,type3
transfer,722,883,19956.9,2024-10-23 02:26,1,type3
transfer,568,883,20829.28,2023-01-12 18:33,1,type3
cash-in,977,627,2102.0,2020-01-07 21:28,0,none
cash-in,286,847,9927.11,2022-12-08 06:01,0,none
transfer,600,473,2699.23,2024-07-07 20:40,0,none
transfer,397,205,517.74,2020-09-22 18:35,0,none
cash-in,35,944,9508.68,2022-06-15 23:05,0,none
cash-in,287,102,7302.63,2020-07-11 00:03,0,none
cash-in,761,448,8023.07,2020-02-13 10:40,0,none
cash-in,23,858,6425.65,2020-01-15 00:59,0,none
transfer,994,406,643.06,2023-09-17 16:31,0,none
cash-in,649,270,806.18,2023-05-31 17:26,0,none
cash-in,161,240,6295.68,2024-07-16 11:57,0,none
cash-in,470,918,4458.99,2024-04-20 14:29,0,none
cash-in,840,272,1160.41,2024-09-19 21:44,0,none
transfer,372,868,5629.9,2024-04-22 12:47,0,none
cash-in,387,878,1318.13,2022-07-21 07:04,0,none
transfer,184,739,19163.4,2021-02-17 01:31,1,type1
transfer,184,697,19389.99,2022-05-16 00:03,1,type1
transfer,184,701,20160.29,2024-07-01 23:56,1,type1
transfer,184,515,19697.59,2023-09-09 09:11,1,type1
transfer,184,864,19635.3,2023-08-09 21:54,1,type1
transfer,543,342,118.04,2024-07-24 00:09,1,type2
transfer,803,58,114.31,2024-07-24 00:10,1,type2
transfer,854,333,119.81,2024-07-24 00:11,1,type2
transfer,248,357,120.47,2024-07-24 00:12,1,type2
transfer,408,599,112.15,2024-07-24 00:13,1,type2
transfer,420,557,20771.99,2022-07-07 09:42,1,type3
transfer,791,557,20851.83,2020-03-22 11:46,1,type3
transfer,262,557,19584.51,2020-11-13 01:34,1,type3
transfer,521,557,19486.32,2020-08-21 02:58,1,type3
transfer,790,557,19639.49,2021-08-03 08:42,1,type3
transfer,357,848,3975.3,2023-11-10 09:02,0,none
cash-in,952,325,1710.08,2023-12-15 16:26,0,none
transfer,357,209,6281.22,2023-10-21 21:27,0,none
transfer,828,521,3972.58,2023-09-24 16:58,0,none
transfer,920,775,1752.58,2020-08-05 19:59,0,none
cash-in,170,374,7051.23,2021-08-09 22:19,0,none
transfer,710,438,3561.11,2021-11-21 12:15,0,none
cash-in,137,355,923.38,2023-12-29 01:33,0,none
cash-in,298,266,4248.92,2024-10-27 17:21,0,none
transfer,216,522,740.51,2020-09-13 13:55,0,none
cash-in,56,710,2801.92,2024-07-31 08:42,0,none
cash-in,220,415,9734.59,2024-12-19 05:30,0,none
transfer,327,461,2491.72,2021-05-23 17:41,0,none
cash-in,526,747,8948.32,2023-03-15 13:34,0,none
transfer,220,999,4429.72,2022-12-25 14:28,0,none
transfer,539,532,20875.88,2020-06-19 20:04,1,type1
transfer,539,133,19909.2,2020-03-18 06:53,1,type1
transfer,539,863,20671.67,2020-10-11 10:06,1,type1
transfer,539,20,19991.39,2020-11-23 16:25,1,type1
transfer,539,296,19254.02,2020-01-28 18:02,1,type1
transfer,824,753,196.67,2021-12-10 01:42,1,type2
transfer,464,315,186.8,2021-12-10 01:43,1,type2
transfer,721,571,189.08,2021-12-10 01:44,1,type2
transfer,308,459,182.27,2021-12-10 01:45,1,type2
transfer,641,442,191.24,2021-12-10 01:46,1,type2
transfer,987,493,20173.91,2024-05-02 00:28,1,type3
transfer,321,493,19491.9,2023-05-24 09:29,1,type3
transfer,911,493,20457.64,2022-01-26 03:09,1,type3
transfer,190,493,20481.09,2022-01-17 02:44,1,type3
transfer,804,493,20515.0,2023-09-20 06:54,1,type3
transfer,550,994,1942.84,2021-05-16 19:33,0,none
transfer,707,919,9919.91,2023-11-27 14:59,0,none
cash-in,685,568,5230.28,2024-10-11 21:16,0,none
cash-in,298,74,2292.95,2022-01-15 02:24,0,none
cash-in,21,647,9877.08,2023-02-13 21:10,0,none
cash-in,863,125,9985.33,2023-06-09 04:19,0,none
transfer,290,879,5549.89,2021-01-18 19:46,0,none
cash-in,622,103,1390.12,2020-07-02 03:01,0,none
cash-in,518,213,6033.31,2021-02-26 12:02,0,none
cash-in,415,398,5588.35,2021-09-23 15:08,0,none
transfer,245,351,3923.38,2022-12-27 21:25,0,none
cash-in,592,488,9412.92,2023-11-16 23:31,0,none
cash-in,753,759,9555.04,2022-01-15 20:49,0,none
transfer,178,460,4475.28,2022-07-13 21:02,0,none
transfer,296,126,696.73,2022-10-07 00:39,0,none
transfer,980,755,20645.85,2024-04-16 09:32,1,type1
transfer,980,820,19923.03,2021-08-05 01:57,1,type1
transfer,980,703,19687.47,2021-05-12 14:56,1,type1
transfer,980,746,20648.98,2020-11-01 12:53,1,type1
transfer,980,16,20673.78,2024-10-04 03:37,1,type1
transfer,108,996,550.59,2022-07-27 17:14,1,type2
transfer,601,895,544.89,2022-07-27 17:15,1,type2
transfer,111,619,546.98,2022-07-27 17:16,1,type2
transfer,540,624,562.74,2022-07-27 17:17,1,type2
transfer,882,401,565.38,2022-07-27 17:18,1,type2
transfer,776,613,20660.68,2023-01-26 00:29,1,type3
transfer,734,613,19005.15,2024-10-11 08:54,1,type3
transfer,795,613,19737.82,2021-02-23 20:14,1,type3
transfer,175,613,20932.4,2023-08-02 01:31,1,type3
transfer,71,613,20726.58,2024-12-15 15:46,1,type3
transfer,986,860,3820.77,2021-07-26 12:56,0,none
transfer,924,102,5428.14,2020-02-24 10:36,0,none
transfer,184,232,9196.87,2022-08-06 10:17,0,none
cash-in,892,930,657.98,2022-04-24 01:28,0,none
cash-in,156,362,8004.0,2022-06-27 16:34,0,none
cash-in,660,112,2688.18,2024-01-04 19:49,0,none
cash-in,70,51,638.84,2023-01-06 17:01,0,none
transfer,233,640,5791.73,2023-08-14 20:51,0,none
cash-in,637,207,4696.43,2021-11-12 07:59,0,none
transfer,194,870,9481.82,2021-12-29 15:12,0,none
transfer,524,868,7947.93,2023-09-16 19:19,0,none
cash-in,676,417,1051.43,2024-06-30 18:57,0,none
cash-in,211,862,8484.18,2021-12-31 01:57,0,none
cash-in,202,19,1417.36,2022-09-05 05:19,0,none
transfer,535,140,4012.56,2021-06-30 13:56,0,none
transfer,614,218,20151.38,2023-11-14 20:55,1,type1
transfer,614,742,20311.04,2022-05-12 06:31,1,type1
transfer,614,671,19904.95,2024-08-27 07:11,1,type1
transfer,614,16,20763.26,2023-11-08 05:24,1,type1
transfer,614,880,20197.3,2024-09-30 13:51,1,type1
transfer,813,439,705.97,2021-12-05 02:18,1,type2
transfer,2,815,662.38,2021-12-05 02:19,1,type2
transfer,645,31,700.3,2021-12-05 02:20,1,type2
transfer,934,83,664.9,2021-12-05 02:21,1,type2
transfer,591,308,690.64,2021-12-05 02:22,1,type2
transfer,960,54,20089.56,2022-08-16 19:14,1,type3
transfer,354,54,19914.38,2023-03-22 23:00,1,type3
transfer,284,54,19275.38,2024-09-14 08:55,1,type3
transfer,892,54,20925.41,2023-03-26 03:00,1,type3
